1,7
1,17141
1,49961
1,50101
1,33591
1,47718
1,46394
1,47360
1,36789
1,49338
1,58283
1,49258
1,33187
1,67517
1,6621
1,51163
1,39849
1,51832
1,48896
1,29869
1,19916
1,48895
1,25483
1,49523
1,48164
1,50385
1,52486
1,15483
1,45225
1,537
2,17454
2,26207
2,33316
2,44138
2,50107
2,50418
2,44159
2,32587
2,63602
2,29162
2,18973
2,56938
2,49412
2,29918
2,27268
2,46429
2,59936
2,49557
2,50618
2,41651
2,55252
2,53429
2,46331
2,39137
2,22721
2,62400
2,25119
2,21429
2,19875
2,49368
2,37685
2,34730
2,42836
2,53241
2,45936
2,46484
2,30483
2,34915
2,49960
2,46577
2,45095
2,48676
2,21512
2,48853
2,47376
2,45295
2,45517
2,33873
2,57002
2,38295
2,31442
2,52078
2,34416
2,60050
2,47394
2,25757
2,63826
2,48884
2,16558
2,50096
2,10722
2,43277
2,46354
2,23983
2,33718
2,33265
2,38920
2,24260
2,47104
2,50183
2,63474
2,34729
2,50039
2,41365
2,62213
2,44723
2,36358
2,57367
2,31840
2,38225
2,34346
2,21419
2,49531
2,23786
2,45721
2,55298
2,65554
2,45409
2,41206
2,33670
2,37049
2,56790
2,50114
2,49347
2,45144
2,41271
2,47140
2,45140
2,33922
2,49245
2,46293
2,39685
2,49879
2,64540
2,18972
2,45900
2,49067
2,50229
2,29133
2,43452
2,54219
2,46471
2,39037
2,43091
2,38974
2,62640
2,46544
2,52505
2,43049
2,67309
2,31495
2,47455
2,49367
2,43787
2,39669
2,40234
2,33350
2,50005
2,46372
2,53619
2,64009
2,46871
2,34123
2,48947
2,46281
2,12282
2,35304
2,46270
2,53929
2,46713
2,24562
2,57533
2,37633
2,43644
2,58202
2,55082
2,29604
2,50153
2,37978
2,50224
2,48165
2,39833
2,32640
2,36923
2,54202
2,25586
2,14742
2,60515
2,43022
2,55675
2,43257
2,51476
2,48622
2,33301
2,38731
2,42423
2,49779
2,49566
2,48764
2,45659
2,41405
2,42068
2,38855
2,49864
2,49693
2,48161
2,46332
2,34734
2,17398
2,33622
2,31479
2,41572
2,49979
2,47964
2,29611
2,62800
2,44971
2,65520
2,47515
2,43953
2,24364
2,664
2,42504
2,38460
2,48876
2,58922
2,20792
2,28967
2,46353
2,37784
2,52172
2,27448
2,33563
2,36815
2,43733
2,57247
2,23569
2,47337
2,38888
2,40915
2,39228
2,48442
2,56586
2,30569
2,48684
2,57261
2,38127
2,42259
2,29167
2,49761
2,60026
2,27073
2,5019
2,59925
2,45337
2,27033
2,29665
2,26823
2,39810
2,53064
2,47202
2,29407
2,62031
2,42597
2,35645
2,47609
2,45266
2,50050
2,62403
2,33640
2,55152
2,50387
2,66283
2,921
2,32403
2,34359
2,34172
2,8193
2,51711
2,33961
2,17028
2,46921
2,36684
2,53420
2,52378
2,45350
2,57374
2,66439
2,42139
2,46306
2,49258
2,46778
2,51412
2,38809
2,39739
2,27803
2,25603
2,47057
2,47042
2,52579
2,47765
2,30195
2,21705
2,67496
2,52139
2,64406
2,49811
2,60751
2,62260
2,49742
2,34287
2,56963
2,56539
2,39985
2,49448
2,49913
2,23040
2,40569
2,48670
2,46249
2,54404
2,33555
2,49458
2,66936
2,49005
2,43570
2,25728
2,48406
2,50691
2,52024
2,47237
2,16151
2,53974
2,19919
2,55201
2,39416
2,49883
2,25456
2,15462
2,35895
2,33300
2,29955
2,64612
2,35854
2,45545
2,48855
2,66632
2,4642
2,58324
2,44018
2,52638
2,21314
2,44035
2,67727
2,48233
2,47435
2,9245
2,38095
2,52393
2,59195
2,19186
2,48012
2,49339
2,36328
2,18304
2,23723
2,18977
2,50159
2,35855
2,47954
2,6298
2,37738
2,39815
2,33427
2,29101
2,52162
2,53049
2,39169
2,36632
2,50404
2,26398
2,38770
2,46400
2,29291
2,30013
2,41670
2,10408
2,43678
2,40382
2,17894
2,55442
2,31769
2,48681
2,40696
2,46797
2,40030
2,49706
2,37610
2,47984
2,45165
2,49487
2,50675
2,45034
2,51671
2,47219
2,50193
2,49740
2,47506
2,25365
2,36946
2,48981
2,49624
2,35996
2,50129
2,43908
2,40260
2,44255
2,49501
2,50026
2,29769
2,29873
2,59593
2,39654
2,45674
2,49455
2,40122
2,40249
2,40214
2,55207
2,44888
2,52849
2,41709
2,33963
2,39182
2,46793
2,60173
2,59954
2,43230
2,7038
2,43029
2,33940
2,30775
2,41349
2,50671
2,49807
2,54996
2,44247
2,66568
2,47832
2,46348
2,42980
2,29035
2,32750
2,53379
2,34191
2,12735
2,41811
2,46473
2,29273
2,53589
2,50135
2,37113
2,46824
2,64367
2,11277
2,33370
2,63890
2,60981
2,61514
2,60843
2,36939
2,30579
2,56118
2,41373
2,50415
2,36731
2,45163
2,34828
2,53475
2,44212
2,62563
2,29745
2,11279
2,39419
2,23701
2,47440
2,19882
2,19896
2,48977
2,33121
2,60180
2,45822
2,45922
2,45734
2,48828
2,48713
2,13785
2,34719
2,34120
2,48377
2,65700
2,35301
2,50784
2,44264
2,44119
2,47398
2,37142
2,47377
2,36918
2,49600
2,30017
2,31252
2,47784
2,39690
2,49521
2,58321
2,56715
2,43851
2,56440
2,29313
2,37605
2,30711
2,50772
2,41809
2,25764
2,63754
2,46216
2,48927
2,13585
2,30638
2,60564
2,49877
2,38022
2,67678
2,63056
2,30194
2,47544
2,30235
2,41211
2,49824
2,52683
2,50118
2,49856
2,1133
2,49275
2,6804
2,58935
2,62835
2,48353
2,42190
2,38732
2,37850
2,48387
2,25527
2,51619
2,21318
2,45522
2,1299
2,33497
2,50178
2,29148
2,30436
2,41050
2,33978
2,36290
2,10056
2,56395
2,40928
2,67637
2,48472
2,49318
2,37509
2,43680
2,36747
2,45925
2,47685
2,34008
2,54566
2,38893
2,63832
2,27772
2,46620
2,27594
2,41878
2,48117
2,52673
2,46215
2,45972
2,30691
2,42587
2,41015
2,59158
2,57431
2,48316
2,34538
2,7819
2,49511
2,53392
2,35604
2,57744
2,35496
2,25386
2,52040
2,48526
2,39458
2,52662
2,31871
2,49173
2,60619
2,50154
2,35169
2,33820
2,36766
2,18868
2,52384
2,46929
2,49323
2,34371
2,28135
2,62848
2,33732
2,34750
2,26239
2,29114
2,46953
2,24373
2,46084
2,48091
2,44276
2,61050
2,42147
2,45282
2,49812
2,52671
2,23941
2,48469
2,33740
2,60132
2,1140
2,44486
2,48912
2,42492
2,23763
2,29379
2,41029
2,41705
2,25791
2,41488
2,46792
2,49878
2,48447
2,39357
2,49671
2,49345
2,36988
2,39738
2,44526
2,59387
2,38471
2,35917
2,57830
2,57275
2,53332
2,23775
2,21644
2,44225
2,66655
2,37538
2,43075
2,54410
2,52501
2,48997
2,7316
2,58777
2,61471
2,43057
2,44392
2,39723
2,48511
2,41608
2,54611
2,49152
2,50723
2,34490
2,50003
2,44048
2,26824
2,59266
2,38158
2,49371
2,33382
2,47548
2,63316
2,36790
2,48851
2,46122
2,47305
2,33344
2,44271
2,33209
2,27842
2,25205
2,30703
2,28209
2,31316
2,51901
2,45998
2,30010
2,43552
2,37434
2,49962
2,7973
2,43913
2,49964
2,29716
2,50111
2,29880
2,32351
2,48844
2,18629
2,43624
2,47643
2,61822
2,48895
2,39106
2,5252
2,56641
2,26366
2,38315
2,34431
2,56302
2,43915
2,44970
2,63179
2,48664
2,59358
